Oid;SyncId;Code;Barcode;Reference;Label1;Label2;Label3;Type;VAT;URL;IsBatchManaged;IsPerishable;IsDirectDistributed;DefaultBatchStatus;Family;Category1;Category2;Category3;Category4;Category5;AccountingCode;SearchField;Image;Brand;Medecine;Remark;Note;PriceListScaleType;VWAP;VWAPphysical;VWAPinvoice;LPP;Quantity;QuantityMin;QuantityMin2;QuantityMax;QuantityMax2;TariffType;MaxFU;MinPP;MaxPP;MinSP;MaxSP;IsBOM;ManagedBySerialNumber;ManagedByQuota;Equivalence;Conditioning;DefaultPacking;PurchasePacking;SalesPacking;UnitPacking;IsOutOfService;UseNegativeStock;IsSalesOnState;IsUnderCommission;IsInterpretedCode;IsEditablePrice;IsUnitManaged;IsOutputControlled;IsPrintable;UnitValue;UnitWeight;IsRawMaterial;PhysicalQuantity;LogicalQuantity;DamagedQuantity;ArrivedQuantity;ReservedQuantity;DraftQuantity;Blocked;BlockedBy;BlockedDate;UnitOfMeasure;Locked;LockedBy;LockedDate;CreationDate;CreatedBy;LastModificationDate;ModifiedBy;OptimisticLockField;PromotionIn;ResultInPromotion;MedicineCode;IsExcluded;Coefficient1;Coefficient2;Usn;IsDecomposableOnly;IsComposableOnly;IsCamsspRefundable;ExpirationDays;DeadStockDays;Location;Width;Height;Length;Thickness;VisibleInVirtualMarket;BlockingReason;IsForLease;Surface;IsImmobilization;IsMostUsed;BlockedReservationQuantity;DefaultInterpretedCode;DefaultFormula;SHP;InvoiceQuantity;IsTactileSelling;PromotionDiscount;StartOfPromotion;EndOfPromotion;IsLoyalty;LoyaltyRatio;IsSemiFinished;StockAccount;ProductionAccount;ConsumptionAccount;ToSynchronize;Pattern;IsSparePart;MarginItem;PerRangeFrom;PerRangeTo;Equivalents;PackingCodes;IsSent;DimensionType
359;c4acf859-b038-4647-b8cb-ac103c84ac43;P34R00;;R;PIED METAL ECO RENFORT M 60;;;0;3;;f;f;f;2;13;;1;;;;;PIED METAL ECO RENFORT M 60;;;;;;;1738.01370000;0.00000000;0.00000000;4000.00000000;0;0;0;300;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;295;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;164;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:34.062993;FAHIM;391;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;359;0.00000000;-247;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;359;"";f;0
405;e8207191-6f54-4151-82e2-5f0b582e6a36;P41180;;180;STRUCTURE METALIQUE  Z ONE 180;;;0;3;;f;f;f;2;14;;;;;;;;;;;;;;3112.25000000;0.00000000;0.00000000;0.00000000;0;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;332;;;;t;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:33.566914;FAHIM;291;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;-2;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
681;53f52a16-e512-4f69-ab9a-17e1a6b6f876;000550;;;RIVET 5*30*16;;p_Lot is null;0;1;;f;f;f;;2;;;;;;;RIVET 5*30*16;;;;;;;890.90910000;0.00000000;0.00000000;1500.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;603;;;603;f;f;f;f;f;f;f;f;f;0;0;f;0;11;0;0;0;0;0;;;;f;;;2026-06-07 10:31:33.156666;OULAID-B;;;88;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
330;3ea19b6a-58df-4592-ad46-272cf1455d74;SCL0014;;;SOCLE  CHAISE IMPERIAL EPOXY;;;0;3;;f;f;f;2;1;4;1;;;;;fa;;;;;;;496.89450000;0.00000000;0.00000000;0.00000000;0;0;0;2000;0;0;0;0.00000000;0.00000000;1900.00000000;2900.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;266;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;281;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:34.429452;FAHIM;452;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
25;b3e0c611-6a7b-41b6-b5af-7124f0853c39;EMBOV3018;;;EMBOUT OVAL 30/18;;;0;3;;f;f;f;2;2;2;1;;;;;;;;;;;;2.00080000;0.00000000;0.00000000;2.00000000;8445;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;22;;;;f;f;f;f;f;f;f;f;f;0;0;t;0;20206;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:37.566239;FAHIM;321;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
213;51382d9a-e67d-4a7b-b4e7-6dcbc1dbbf89;FRP40300;;;FER PLAT 40 X 3 ;;;0;1;;f;f;f;2;2;;1;;;;;;;;;;;;613.44540000;0.00000000;0.00000000;613.44537815;0;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;182;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;39;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:35.49442;FAHIM;299;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
137;e262f96d-64f1-482e-926d-3b5403a29f29;PINARB40;;;PEINTURE AEROSOL BLANCHE 40;;;0;1;;f;f;f;1;2;;1;;;;;;;;;;;;265.00000000;0.00000000;0.00000000;265.00000000;20;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;113;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;35;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:36.406443;FAHIM;293;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
667;00f9beea-c58e-4d71-8a8c-192df4923445;000537;;;VISSEUSE PNEUMATIQUE;;p_Lot is null;0;1;;f;f;f;;5;5;;;;;;VISSEUSE PNEUMATIQUE;;;;;;;9000.00000000;0.00000000;0.00000000;9000.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;589;;;589;f;f;f;f;f;f;f;f;f;0;0;f;0;4;0;0;0;0;0;;;;f;;;2026-05-24 11:08:09.145637;FAHIM;;;88;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
449;edc5941b-929a-48ef-aeb2-e4d7edf5d3a3;PSMLAB68;;;PIED METAL LABO  M 68    SOUDEE            ;;;0;3;;f;f;f;2;13;;1;;;;;;;;;;;;3005.32000000;0.00000000;0.00000000;0.00000000;0;0;0;50;0;0;0;0.00000000;0.00000000;4500.00000000;5000.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;372;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:33.043445;FAHIM;291;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
786;c15e167f-5980-4ae3-82ef-3a4535a88b95;000647;;;MARQUEUR ;;p_Lot is null;0;1;;f;f;f;;5;;;;;;;MARQUEUR ;;;;;;;100.00000000;0.00000000;0.00000000;100.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;708;;;708;f;f;f;f;f;f;f;f;f;0;0;f;0;24;0;0;0;0;0;;;;f;;;2026-08-30 15:44:10.214687;FAHIM;;;15;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
802;3b8fafdf-7d5e-43b4-ae25-f5c9d68b9554;RAL7040MATT ;;;PEINTURE POUDRE EPOXY GRIS DIOUANA;;;0;1;;f;f;f;;2;;;;;;;PEINTURE POUDRE EPOXY GRIS DIOUANA;;;;;;;900.00000000;0.00000000;0.00000000;900.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;724;;;724;f;f;f;f;f;f;f;f;f;0;0;f;0;20;0;0;0;0;0;;;;f;;;2026-09-09 10:57:21.244397;FAHIM;;;5;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
106;97277b8f-bce8-4e7a-8885-52503041d584;PCLZR95;;;PIECE DE FEXATION PIETEMENTS;;;0;1;;f;f;f;2;1;;1;;;;;;;;;;;;49.80000000;0.00000000;0.00000000;25.00000000;51;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;82;;;;f;f;f;f;f;f;f;f;f;0;0;t;0;8;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:36.80017;FAHIM;390;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
82;bae60a56-ddef-484a-9d22-c5ab71c954de;P32H00;;;PIED METALIQUE H;;;0;3;;f;f;f;2;13;;1;;;;;;;;;;;;2000.00000000;0.00000000;0.00000000;0.00000000;0;0;0;80;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;65;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:37.040528;FAHIM;291;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
745;d4bb4e00-402d-45c2-ba2a-0bd385a75099;000609;;;TIGE 6*80;;p_Lot is null;0;1;;f;f;f;;5;;;;;;;TIGE 6*80;;;;;;;150.00000000;0.00000000;0.00000000;150.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;667;;;667;f;f;f;f;f;f;f;f;f;0;0;f;0;10;0;0;0;0;0;;;;f;;;2026-07-29 08:43:14.029363;FAHIM;;;38;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
196;d8cfc86c-6fb6-4699-9a36-5ec8047fabb7;FRP4004;;;FER PLAT 40 X 4;;;0;1;;f;f;f;1;2;;1;;;;;;;;;;;;950.00000000;0.00000000;0.00000000;100.00000000;0.1;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;165;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;33;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:35.733172;FAHIM;309;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
120;f57817c5-d51d-4691-9694-eaf362a1f2ec;BLM1060;;;BOULON M10X60;;;0;1;;f;f;f;1;2;;1;;;;;;;;;;;;25.00000000;0.00000000;0.00000000;100.00000000;285;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;96;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:36.624343;FAHIM;309;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
801;929f2f02-eeaf-490f-91ce-0ba57ed243cf;000661;;;ZIRCON 8002;;;0;3;;f;f;f;;10;;;;;;;ZIRCON 8002;;;;;;;14100.00000000;0.00000000;0.00000000;14100.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;723;;;723;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2026-09-06 16:51:22.536553;FAHIM;;;14;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
803;26d5761c-cd2a-49c6-990d-a18d6ecc7e6c;000662;;;FERMETURE N°7;;;0;1;;f;f;f;;2;;;;;;;FERMETURE N°7;;;;;;;24.06000000;0.00000000;0.00000000;24.06000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;725;;;725;f;f;f;f;f;f;f;f;f;0;0;f;0;914;0;0;0;0;0;;;;f;;;2026-09-09 12:29:12.032707;FAHIM;;;4;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
554;66e15267-f650-41f1-ba4a-dda7ddc7228b;VERNOIR;;;VERRE NOIR ;;p_Lot is null;0;1;;f;f;f;;15;;;;;;;VERRE NOIR ;;;;;;;3500.00000000;0.00000000;0.00000000;3500.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;476;;;476;f;f;t;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2025-12-21 12:56:11.130307;FAHIM;2026-02-07 10:07:31.750397;FAHIM;229;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;000085;"";f;0
357;abbd394b-10a6-407d-99f5-64983fe7f5cd;BTR-TF;;;VIS A LAIN M6X40 ;;;0;3;;f;f;f;2;5;5;;;;;;VIS A LAIN M6X40 ;;;;;;;4.88000000;0.00000000;0.00000000;4.88000000;300;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;293;;;;f;f;f;f;f;f;f;f;f;0;0;t;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:34.088602;FAHIM;292;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;357;"";f;0
779;3b2393a9-eb89-4eac-ac20-434d69b64601;000640;;;VIS 4 X 16;;;0;1;;f;f;f;;5;;;;;;;VIS 4 X 16;;;;;;;550.00000000;0.00000000;0.00000000;550.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;701;;;701;f;f;f;f;f;f;f;f;f;0;0;f;0;5;0;0;0;0;0;;;;f;;;2026-08-30 12:34:22.714311;FAHIM;;;19;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
664;8a9d8656-86cf-4063-9756-5187801b99b1;CHBSTN;;;CHAISE BOSTON;;p_Lot is null;0;3;;f;f;f;;10;11;;;;;;CHAISE BOSTON;;;;;;;5300.00000000;0.00000000;0.00000000;5300.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;586;;;586;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2026-05-20 14:13:06.075787;FAHIM;;;110;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;-3;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
601;7db4e5af-857f-4cd4-9f7e-405f748689f0;EMBR22;;;EMBOUTS RONDS EXTERIEURS 22;;p_Lot is null;0;3;;f;f;f;;3;2;;;;;;EMBOUTS RONDS EXTERIEURS 22;;;;;;;2.94120000;0.00000000;0.00000000;2.94117647;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;523;;;523;f;f;f;f;f;f;f;f;f;0;0;t;0;500;0;0;0;0;0;;;;f;;;2026-03-05 10:35:11.860482;FAHIM;2026-03-17 11:15:11.818853;FAHIM;179;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;000132;"";f;0
465;12e28656-e127-4953-9864-7074f52f760e;TABB002;;;"PIED METAL TABLE BREIFING P/PLAT 120
";;;0;3;;f;f;f;2;13;;1;;;;;"PIED METAL TABLE BREIFING P/PLAT 120
";;;;;;;1724.19000000;0.00000000;0.00000000;0.00000000;5;0;0;30;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;388;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:32.806411;FAHIM;292;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;465;0.00000000;-15;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;465;"";f;0
142;e9c172fc-729c-402c-8c3c-fb62a73f6c79;ECRF800;;;ECROU A FREIN M8;;;0;1;;f;f;f;2;2;;1;;;;;;;;;;;;8.00000000;0.00000000;0.00000000;7.00000000;1435;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;118;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:36.34509;FAHIM;312;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
647;9c26be35-d97a-4efb-a013-18bd0a24c916;000518;;;TABLE HAUTE;;p_Lot is null;0;3;;f;f;f;;10;11;;;;;;TABLE HAUTE;;;;;;;0.00000000;0.00000000;0.00000000;0.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;569;;;569;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2026-04-29 14:45:21.079172;FAHIM;;;110;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
497;ef1620c0-6fb7-4b4f-bd73-efe6a1a4549c;CJP0200;;;CACHE JUPE P/ PLAT 200;;p_Lot is null;0;1;;f;f;f;;11;;;;;;;CACHE JUPE P/ PLAT 200;;;;;;;801.48510000;0.00000000;0.00000000;0.00000000;0;0;0;0;0;0;;;;;;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;419;;;419;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2025-11-12 15:12:44.615952;admin;2026-02-07 10:07:32.499835;FAHIM;268;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;479;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;000028;"";f;0
774;e0614023-909c-4dcf-acc9-d19d1b584c9d;000636;;;CHAISE PRESTIGE T 6002;;p_Lot is null;0;3;;f;f;f;;10;;;;;;;CHAISE PRESTIGE T 6002;;;;;;;15000.00000000;0.00000000;0.00000000;15000.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;696;;;696;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2026-08-27 11:12:26.794184;FAHIM;;;25;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
714;6c2a9709-8ad1-4bd5-ad56-a028a2f65b17;000582;;;BUREAU 140 AVEC 3 TIROIRES FIXEE SONOMA;;p_Lot is null;0;1;;f;f;f;;10;;;;;;;BUREAU 140 AVEC 3 TIROIRES FIXEE SONOMA;;;;;;;10500.00000000;0.00000000;0.00000000;10500.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;636;;;636;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;;f;;;2026-07-06 14:24:31.006922;FAHIM;;;61;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;-2;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
39;6c06dd98-ed8b-4e70-a00e-50c92d8163de;TABBH0002;;;SUPORT BAHUT;;;0;1;;f;f;f;2;2;;1;;;;;;;;;;;;0.00000000;0.00000000;0.00000000;100.00000000;0;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;35;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:37.407801;FAHIM;291;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
145;0238b431-0d84-412b-8e00-116c85b68e4a;VIS616;;;VISSE RLF  M6 X 16;;;0;1;;f;f;f;2;2;;1;;;;;;;;;;;;1.80670000;0.00000000;0.00000000;1.80672269;875;0;0;0;0;0;0;0.00000000;0.00000000;0.00000000;0.00000000;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;121;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;;;2026-02-07 10:07:36.307848;FAHIM;296;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;;;f;0
582;39204b05-2fe1-42ac-8355-f6175861c9dc;000463;;;FIL A COUDRE ;;;0;1;;f;f;f;;2;;;;;;;FIL A COUDRE ;;;;;;;354.29290000;0.00000000;0.00000000;550.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;504;;;504;f;f;f;f;f;f;f;f;f;0;0;f;0;198;0;0;0;0;0;;;;f;;;2026-02-12 10:11:21.511489;FAHIM;;;188;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
599;67a301f7-0a74-4fcd-a580-d2fcf12fb694;SCLG020;;;SOCLE CHAISE G 020;;p_Lot is null;0;3;;f;f;f;;1;4;1;;;;;SOCLE CHAISE G 020;;;;;;;650.00000000;0.00000000;0.00000000;0.00000000;0;0;0;2000;0;0;;;;;;t;f;f;00000000-0000-0000-0000-000000000000;0.00000000;521;;;;f;f;f;f;f;f;f;f;f;0;0;f;0;0;0;0;0;0;0;;;Unité;f;;;2026-02-28 12:26:05.09039;MASSY;2026-02-28 12:27:16.7709;MASSY;156;;;;f;0.00000000;0.00000000;0;f;t;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;000130;"";f;0
756;1237299c-0199-462c-bc21-a8a5efd6c137;TL4250125;;;TOLE 40 2500 X 1250;;p_Lot is null;0;3;;f;f;f;;4;;;;;;;TOLE 40 2500 X 1250;;;;;;;4800.00000000;0.00000000;0.00000000;9600.00000000;0;0;0;0;0;0;;;;;;f;f;f;00000000-0000-0000-0000-000000000000;0.00000000;678;;;678;f;f;f;f;f;f;f;f;f;0;0;f;0;13;0;0;0;0;0;;;;f;;;2026-08-09 14:25:01.276234;FAHIM;;;43;;;;f;0.00000000;0.00000000;0;f;f;f;0;0;1;0.0000;0.0000;0.0000;0.0000;f;;f;0.0000;f;f;0;;;0.00000000;0;f;0.000000000000000;;;f;0.00000000;f;;;;f;;f;0.00000000;;;, ;"";f;0
